,bead_diameter,fsa,nanoparticle_radius,chainlength,chain_density,coating_pattern,statepoint,status,sasa,signac_id,root
3018bf07845719e5087d8bf2fd5e709f,0.6,0.3,2.5,10,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3018bf07845719e5087d8bf2fd5e709f-calc_sasa': 1, '3018bf07845719e5087d8bf2fd5e709f-equilibrate': 1, '3018bf07845719e5087d8bf2fd5e709f-initialize': 1, '3018bf07845719e5087d8bf2fd5e709f-log_sasa': 1}",4.03484726,3018bf07845719e5087d8bf2fd5e709f,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
30f4c53008012a5da2a1170df8453b00,0.6,0.35,2.5,11,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'30f4c53008012a5da2a1170df8453b00-initialize': 1, '30f4c53008012a5da2a1170df8453b00-calc_sasa': 1, '30f4c53008012a5da2a1170df8453b00-equilibrate': 1, '30f4c53008012a5da2a1170df8453b00-log_sasa': 1}",2.095941563,30f4c53008012a5da2a1170df8453b00,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
31196353677feab386f6d4c6acc994cf,0.6,0.55,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'31196353677feab386f6d4c6acc994cf-log_sasa': 1, '31196353677feab386f6d4c6acc994cf-equilibrate': 1, '31196353677feab386f6d4c6acc994cf-initialize': 1, '31196353677feab386f6d4c6acc994cf-calc_sasa': 1}",6.510957699,31196353677feab386f6d4c6acc994cf,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
313ac2e670b94f8eecd22e2396ed9a78,0.6,0.65,2.5,10,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'313ac2e670b94f8eecd22e2396ed9a78-initialize': 1, '313ac2e670b94f8eecd22e2396ed9a78-calc_sasa': 1, '313ac2e670b94f8eecd22e2396ed9a78-log_sasa': 1, '313ac2e670b94f8eecd22e2396ed9a78-equilibrate': 1}",12.14358479,313ac2e670b94f8eecd22e2396ed9a78,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
31e8cf2f895b8123e446ebf7ed1d78b6,0.6,0.55,2.5,7,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'31e8cf2f895b8123e446ebf7ed1d78b6-log_sasa': 1, '31e8cf2f895b8123e446ebf7ed1d78b6-initialize': 1, '31e8cf2f895b8123e446ebf7ed1d78b6-equilibrate': 1, '31e8cf2f895b8123e446ebf7ed1d78b6-calc_sasa': 1}",13.66041904,31e8cf2f895b8123e446ebf7ed1d78b6,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3206637e46abc26983fbdc3e9148936c,0.6,0.15,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'3206637e46abc26983fbdc3e9148936c-initialize': 1, '3206637e46abc26983fbdc3e9148936c-calc_sasa': 1, '3206637e46abc26983fbdc3e9148936c-equilibrate': 1, '3206637e46abc26983fbdc3e9148936c-log_sasa': 1}",1.161558841,3206637e46abc26983fbdc3e9148936c,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3271e1464f854c4d467dccff212dc225,0.6,0.65,2.5,10,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'3271e1464f854c4d467dccff212dc225-initialize': 1, '3271e1464f854c4d467dccff212dc225-equilibrate': 1, '3271e1464f854c4d467dccff212dc225-log_sasa': 1, '3271e1464f854c4d467dccff212dc225-calc_sasa': 1}",8.750686455,3271e1464f854c4d467dccff212dc225,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
33490747aa75a2e143485528e9963106,0.6,0.2,2.5,8,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'33490747aa75a2e143485528e9963106-calc_sasa': 1, '33490747aa75a2e143485528e9963106-initialize': 1, '33490747aa75a2e143485528e9963106-log_sasa': 1, '33490747aa75a2e143485528e9963106-equilibrate': 1}",0.930905999,33490747aa75a2e143485528e9963106,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
33633738f2db64e33f1bec841021d024,0.6,0.55,2.5,10,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'33633738f2db64e33f1bec841021d024-equilibrate': 1, '33633738f2db64e33f1bec841021d024-calc_sasa': 1, '33633738f2db64e33f1bec841021d024-initialize': 1, '33633738f2db64e33f1bec841021d024-log_sasa': 1}",7.590191031,33633738f2db64e33f1bec841021d024,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
33f1bf0f6b6f509ae0acfab782dce560,0.6,0.5,2.5,11,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'33f1bf0f6b6f509ae0acfab782dce560-equilibrate': 1, '33f1bf0f6b6f509ae0acfab782dce560-initialize': 1, '33f1bf0f6b6f509ae0acfab782dce560-log_sasa': 1, '33f1bf0f6b6f509ae0acfab782dce560-calc_sasa': 1}",3.890965714,33f1bf0f6b6f509ae0acfab782dce560,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
344a6d451d756b02cde2117a1bfb9959,0.6,0.65,2.5,7,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'344a6d451d756b02cde2117a1bfb9959-equilibrate': 1, '344a6d451d756b02cde2117a1bfb9959-initialize': 1, '344a6d451d756b02cde2117a1bfb9959-calc_sasa': 1, '344a6d451d756b02cde2117a1bfb9959-log_sasa': 1}",18.30692616,344a6d451d756b02cde2117a1bfb9959,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3460ec45f551125ac98d9f2ac44ab153,0.6,0.6,2.5,5,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'3460ec45f551125ac98d9f2ac44ab153-equilibrate': 1, '3460ec45f551125ac98d9f2ac44ab153-initialize': 1, '3460ec45f551125ac98d9f2ac44ab153-calc_sasa': 1, '3460ec45f551125ac98d9f2ac44ab153-log_sasa': 1}",18.83720352,3460ec45f551125ac98d9f2ac44ab153,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3470d396fe9e49968401427ce52a0d2d,0.6,0.65,2.5,7,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'3470d396fe9e49968401427ce52a0d2d-calc_sasa': 1, '3470d396fe9e49968401427ce52a0d2d-equilibrate': 1, '3470d396fe9e49968401427ce52a0d2d-log_sasa': 1, '3470d396fe9e49968401427ce52a0d2d-initialize': 1}",13.11499306,3470d396fe9e49968401427ce52a0d2d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
34b9877782f7bbb3b15e18f7bc2b5a05,0.6,0.5,2.5,7,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'34b9877782f7bbb3b15e18f7bc2b5a05-equilibrate': 1, '34b9877782f7bbb3b15e18f7bc2b5a05-initialize': 1, '34b9877782f7bbb3b15e18f7bc2b5a05-log_sasa': 1, '34b9877782f7bbb3b15e18f7bc2b5a05-calc_sasa': 1}",16.69667818,34b9877782f7bbb3b15e18f7bc2b5a05,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
34ee5bc211803a112cefa34d68f2a5b0,0.6,0.45,2.5,6,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'34ee5bc211803a112cefa34d68f2a5b0-log_sasa': 1, '34ee5bc211803a112cefa34d68f2a5b0-calc_sasa': 1, '34ee5bc211803a112cefa34d68f2a5b0-equilibrate': 1, '34ee5bc211803a112cefa34d68f2a5b0-initialize': 1}",9.300463276,34ee5bc211803a112cefa34d68f2a5b0,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3627acb831a88c24b38f2718a67a2f1b,0.6,0.3,2.5,11,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'3627acb831a88c24b38f2718a67a2f1b-log_sasa': 1, '3627acb831a88c24b38f2718a67a2f1b-initialize': 1, '3627acb831a88c24b38f2718a67a2f1b-calc_sasa': 1, '3627acb831a88c24b38f2718a67a2f1b-equilibrate': 1}",3.139156046,3627acb831a88c24b38f2718a67a2f1b,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
36fa621a06b9150c5b8c3dfc4d3a5247,0.6,0.35,2.5,5,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'36fa621a06b9150c5b8c3dfc4d3a5247-equilibrate': 1, '36fa621a06b9150c5b8c3dfc4d3a5247-calc_sasa': 1, '36fa621a06b9150c5b8c3dfc4d3a5247-initialize': 1, '36fa621a06b9150c5b8c3dfc4d3a5247-log_sasa': 1}",10.51558275,36fa621a06b9150c5b8c3dfc4d3a5247,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
37784d68d85d97b9959868e7d1c4f7df,0.6,0.3,2.5,11,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'37784d68d85d97b9959868e7d1c4f7df-calc_sasa': 1, '37784d68d85d97b9959868e7d1c4f7df-initialize': 1, '37784d68d85d97b9959868e7d1c4f7df-log_sasa': 1, '37784d68d85d97b9959868e7d1c4f7df-equilibrate': 1}",2.556426082,37784d68d85d97b9959868e7d1c4f7df,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3810c650ffc5981ef4175d6b79be5fef,0.6,0.65,2.5,6,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3810c650ffc5981ef4175d6b79be5fef-initialize': 1, '3810c650ffc5981ef4175d6b79be5fef-equilibrate': 1, '3810c650ffc5981ef4175d6b79be5fef-log_sasa': 1, '3810c650ffc5981ef4175d6b79be5fef-calc_sasa': 1}",21.60144165,3810c650ffc5981ef4175d6b79be5fef,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
387b29f92b006f02a1a3680f81d3f2a4,0.6,0.35,2.5,5,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'387b29f92b006f02a1a3680f81d3f2a4-equilibrate': 1, '387b29f92b006f02a1a3680f81d3f2a4-calc_sasa': 1, '387b29f92b006f02a1a3680f81d3f2a4-log_sasa': 1, '387b29f92b006f02a1a3680f81d3f2a4-initialize': 1}",8.949335308,387b29f92b006f02a1a3680f81d3f2a4,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
391ee10f837da1617c8e0140bcb23646,0.6,0.15,2.5,9,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'391ee10f837da1617c8e0140bcb23646-initialize': 1, '391ee10f837da1617c8e0140bcb23646-equilibrate': 1, '391ee10f837da1617c8e0140bcb23646-log_sasa': 1, '391ee10f837da1617c8e0140bcb23646-calc_sasa': 1}",3.083985929,391ee10f837da1617c8e0140bcb23646,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
394c96aee16aaabfd3ee4d06120c82d0,0.6,0.5,2.5,8,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'394c96aee16aaabfd3ee4d06120c82d0-log_sasa': 1, '394c96aee16aaabfd3ee4d06120c82d0-equilibrate': 1, '394c96aee16aaabfd3ee4d06120c82d0-initialize': 1, '394c96aee16aaabfd3ee4d06120c82d0-calc_sasa': 1}",5.898795137,394c96aee16aaabfd3ee4d06120c82d0,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
395ca53fd6cad1ea8cc9528c2bf81962,0.6,0.45,2.5,9,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'395ca53fd6cad1ea8cc9528c2bf81962-initialize': 1, '395ca53fd6cad1ea8cc9528c2bf81962-equilibrate': 1, '395ca53fd6cad1ea8cc9528c2bf81962-calc_sasa': 1, '395ca53fd6cad1ea8cc9528c2bf81962-log_sasa': 1}",5.225162053,395ca53fd6cad1ea8cc9528c2bf81962,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
39a8de459296aca61267e435ed9c0848,0.6,0.55,2.5,8,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'39a8de459296aca61267e435ed9c0848-calc_sasa': 1, '39a8de459296aca61267e435ed9c0848-log_sasa': 1, '39a8de459296aca61267e435ed9c0848-equilibrate': 1, '39a8de459296aca61267e435ed9c0848-initialize': 1}",16.33064562,39a8de459296aca61267e435ed9c0848,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
39ffd2ff2f387da843028cbabffec757,0.6,0.5,2.5,9,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'39ffd2ff2f387da843028cbabffec757-initialize': 1, '39ffd2ff2f387da843028cbabffec757-equilibrate': 1, '39ffd2ff2f387da843028cbabffec757-calc_sasa': 1, '39ffd2ff2f387da843028cbabffec757-log_sasa': 1}",5.838135767,39ffd2ff2f387da843028cbabffec757,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3a38fd605be12cfed1faf495a5ea7965,0.6,0.15,2.5,10,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'3a38fd605be12cfed1faf495a5ea7965-equilibrate': 1, '3a38fd605be12cfed1faf495a5ea7965-log_sasa': 1, '3a38fd605be12cfed1faf495a5ea7965-calc_sasa': 1, '3a38fd605be12cfed1faf495a5ea7965-initialize': 1}",1.350780495,3a38fd605be12cfed1faf495a5ea7965,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3a870dc1c7fd78b39e645f998252d020,0.6,0.55,2.5,11,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3a870dc1c7fd78b39e645f998252d020-calc_sasa': 1, '3a870dc1c7fd78b39e645f998252d020-log_sasa': 1, '3a870dc1c7fd78b39e645f998252d020-initialize': 1, '3a870dc1c7fd78b39e645f998252d020-equilibrate': 1}",7.968530674,3a870dc1c7fd78b39e645f998252d020,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3ad54da13250586ff79fda0b011800ec,0.6,0.6,2.5,7,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'3ad54da13250586ff79fda0b011800ec-log_sasa': 1, '3ad54da13250586ff79fda0b011800ec-initialize': 1, '3ad54da13250586ff79fda0b011800ec-equilibrate': 1, '3ad54da13250586ff79fda0b011800ec-calc_sasa': 1}",12.57800638,3ad54da13250586ff79fda0b011800ec,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3b41c2fdd7646925ec81f95630fe1da3,0.6,0.55,2.5,9,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3b41c2fdd7646925ec81f95630fe1da3-initialize': 1, '3b41c2fdd7646925ec81f95630fe1da3-equilibrate': 1, '3b41c2fdd7646925ec81f95630fe1da3-calc_sasa': 1, '3b41c2fdd7646925ec81f95630fe1da3-log_sasa': 1}",10.25860987,3b41c2fdd7646925ec81f95630fe1da3,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3ba624160f545faff5b54d6478bb11b7,0.6,0.55,2.5,8,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'3ba624160f545faff5b54d6478bb11b7-equilibrate': 1, '3ba624160f545faff5b54d6478bb11b7-calc_sasa': 1, '3ba624160f545faff5b54d6478bb11b7-initialize': 1, '3ba624160f545faff5b54d6478bb11b7-log_sasa': 1}",7.57457509,3ba624160f545faff5b54d6478bb11b7,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3bb747a4130346c5082226154c53d1fd,0.6,0.5,2.5,8,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3bb747a4130346c5082226154c53d1fd-equilibrate': 1, '3bb747a4130346c5082226154c53d1fd-initialize': 1, '3bb747a4130346c5082226154c53d1fd-calc_sasa': 1, '3bb747a4130346c5082226154c53d1fd-log_sasa': 1}",10.4549078,3bb747a4130346c5082226154c53d1fd,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3c23e586b9d2cd7663bd75a8e2f3268d,0.6,0.25,2.5,10,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3c23e586b9d2cd7663bd75a8e2f3268d-calc_sasa': 1, '3c23e586b9d2cd7663bd75a8e2f3268d-initialize': 1, '3c23e586b9d2cd7663bd75a8e2f3268d-equilibrate': 1, '3c23e586b9d2cd7663bd75a8e2f3268d-log_sasa': 1}",3.473449035,3c23e586b9d2cd7663bd75a8e2f3268d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3d601db1706b362e5892d9b700db51a2,0.6,0.3,2.5,10,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'3d601db1706b362e5892d9b700db51a2-equilibrate': 1, '3d601db1706b362e5892d9b700db51a2-initialize': 1, '3d601db1706b362e5892d9b700db51a2-calc_sasa': 1, '3d601db1706b362e5892d9b700db51a2-log_sasa': 1}",2.994071231,3d601db1706b362e5892d9b700db51a2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3d660ee5a417868d4bbbf992a11caccb,0.6,0.65,2.5,10,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'3d660ee5a417868d4bbbf992a11caccb-log_sasa': 1, '3d660ee5a417868d4bbbf992a11caccb-initialize': 1, '3d660ee5a417868d4bbbf992a11caccb-equilibrate': 1, '3d660ee5a417868d4bbbf992a11caccb-calc_sasa': 1}",10.86515457,3d660ee5a417868d4bbbf992a11caccb,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3dccdebb502d0dd8c866b2f1a626ad22,0.6,0.15,2.5,5,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'3dccdebb502d0dd8c866b2f1a626ad22-initialize': 1, '3dccdebb502d0dd8c866b2f1a626ad22-equilibrate': 1, '3dccdebb502d0dd8c866b2f1a626ad22-log_sasa': 1}",10.36914482,3dccdebb502d0dd8c866b2f1a626ad22,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3eb70fd1aff1d24388425a807a5b1e8d,0.6,0.55,2.5,11,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'3eb70fd1aff1d24388425a807a5b1e8d-calc_sasa': 1, '3eb70fd1aff1d24388425a807a5b1e8d-equilibrate': 1, '3eb70fd1aff1d24388425a807a5b1e8d-initialize': 1, '3eb70fd1aff1d24388425a807a5b1e8d-log_sasa': 1}",6.970111151,3eb70fd1aff1d24388425a807a5b1e8d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3ec2e12f6f5a753ffda7b11442b66898,0.6,0.6,2.5,8,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'3ec2e12f6f5a753ffda7b11442b66898-calc_sasa': 1, '3ec2e12f6f5a753ffda7b11442b66898-equilibrate': 1, '3ec2e12f6f5a753ffda7b11442b66898-log_sasa': 1, '3ec2e12f6f5a753ffda7b11442b66898-initialize': 1}",9.142226934,3ec2e12f6f5a753ffda7b11442b66898,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3ef710bea28870d1f5d285093e9b6d1d,0.6,0.55,2.5,5,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'3ef710bea28870d1f5d285093e9b6d1d-initialize': 1, '3ef710bea28870d1f5d285093e9b6d1d-log_sasa': 1, '3ef710bea28870d1f5d285093e9b6d1d-equilibrate': 1, '3ef710bea28870d1f5d285093e9b6d1d-calc_sasa': 1}",18.52801243,3ef710bea28870d1f5d285093e9b6d1d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3f74980ea18a066a8a4ff360139711be,0.6,0.65,2.5,7,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'3f74980ea18a066a8a4ff360139711be-log_sasa': 1, '3f74980ea18a066a8a4ff360139711be-initialize': 1, '3f74980ea18a066a8a4ff360139711be-calc_sasa': 1, '3f74980ea18a066a8a4ff360139711be-equilibrate': 1}",17.58832691,3f74980ea18a066a8a4ff360139711be,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
3fe27466ca98593c6e82d299f542a7b6,0.6,0.45,2.5,7,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'3fe27466ca98593c6e82d299f542a7b6-calc_sasa': 1, '3fe27466ca98593c6e82d299f542a7b6-equilibrate': 1, '3fe27466ca98593c6e82d299f542a7b6-log_sasa': 1, '3fe27466ca98593c6e82d299f542a7b6-initialize': 1}",10.62344404,3fe27466ca98593c6e82d299f542a7b6,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
403c2d078c0529ac952d50417681e600,0.6,0.6,2.5,10,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'403c2d078c0529ac952d50417681e600-calc_sasa': 1, '403c2d078c0529ac952d50417681e600-log_sasa': 1, '403c2d078c0529ac952d50417681e600-equilibrate': 1, '403c2d078c0529ac952d50417681e600-initialize': 1}",6.644137945,403c2d078c0529ac952d50417681e600,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
409c8a40df4d9a69a7f3b3fad602f529,0.6,0.25,2.5,6,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'409c8a40df4d9a69a7f3b3fad602f529-equilibrate': 1, '409c8a40df4d9a69a7f3b3fad602f529-log_sasa': 1, '409c8a40df4d9a69a7f3b3fad602f529-initialize': 1, '409c8a40df4d9a69a7f3b3fad602f529-calc_sasa': 1}",3.887451162,409c8a40df4d9a69a7f3b3fad602f529,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
